"match_id","date","fighter","opponent","winner","weight_class"
671,"2018-01-27","Juliana Lima","Randa Markos",0,"Women's Strawweight"
672,"2018-01-27","Ji Yeon Kim","Justine Kish",1,"Women's Flyweight"
673,"2018-01-27","Joaquim Silva","Vinc Pichel",0,"Lightweight"
674,"2018-01-27","George Sullivan","Niko Price",0,"Welterweight"
675,"2018-01-27","Austin Arnett","Cory Sandhagen",0,"Featherweight"
676,"2018-01-20","Francis Ngannou","Stipe Miocic",0,"Heavyweight"
677,"2018-01-20","Daniel Cormier","Volkan Oezdemir",1,"Light Heavyweight"
678,"2018-01-20","Calvin Kattar","Shane Burgos",1,"Featherweight"
679,"2018-01-20","Francimar Barroso","Gian Villante",0,"Light Heavyweight"
680,"2018-01-20","Rob Font","Thomas Almeida",1,"Bantamweight"
681,"2018-01-20","Brandon Davis","Kyle Bochniak",0,"Featherweight"
682,"2018-01-20","Abdul Razak Alhassan","Sabah Homasi",1,"Welterweight"
683,"2018-01-20","Alexandre Pantoja","Dustin Ortiz",0,"Flyweight"
684,"2018-01-20","Dan Ige","Julio Arce",0,"Featherweight"
685,"2018-01-20","Enrique Barzola","Matt Bessette",1,"Featherweight"
686,"2018-01-20","Gleison Tibau","Islam Makhachev",0,"Lightweight"
687,"2018-01-14","Dooho Choi","Jeremy Stephens",0,"Featherweight"
688,"2018-01-14","Jessica-Rose Clark","Paige VanZant",1,"Women's Flyweight"
689,"2018-01-14","Emil Meek","Kamaru Usman",0,"Welterweight"
690,"2018-01-14","Darren Elkins","Michael Johnson",1,"Featherweight"
691,"2018-01-14","Alex White","James Krause",0,"Lightweight"
692,"2018-01-14","Matt Frevola","Polo Reyes",0,"Lightweight"
693,"2018-01-14","Irene Aldana","Talita Bernardo",1,"Women's Bantamweight"
694,"2018-01-14","Guido Cannetti","Kyung Ho Kang",0,"Bantamweight"
695,"2018-01-14","Jessica Eye","Kalindra Faria",1,"Women's Flyweight"
696,"2018-01-14","Danielle Taylor","JJ Aldrich",0,"Women's Strawweight"
697,"2018-01-14","Mads Burnell","Mike Santiago",1,"Featherweight"
698,"2017-12-30","Cris Cyborg","Holly Holm",1,"Women's Featherweight"
699,"2017-12-30","Edson Barboza","Khabib Nurmagomedov",0,"Lightweight"
700,"2017-12-30","Dan Hooker","Marc Diakiese",1,"Lightweight"
701,"2017-12-30","Carla Esparza","Cynthia Calvillo",1,"Women's Strawweight"
702,"2017-12-30","Carlos Condit","Neil Magny",0,"Welterweight"
703,"2017-12-30","Khalil Rountree Jr.","Michal Oleksiejczuk",0.5,"Light Heavyweight"
704,"2017-12-30","Myles Jury","Rick Glenn",1,"Featherweight"
705,"2017-12-30","Marvin Vettori","Omari Akhmedov",0.5,"Middleweight"
706,"2017-12-30","Louis Smolka","Matheus Nicolau",0,"Flyweight"
707,"2017-12-30","Mark De La Rosa","Tim Elliott",0,"Bantamweight"
708,"2017-12-16","Rafael Dos Anjos","Robbie Lawler",1,"Welterweight"
709,"2017-12-16","Josh Emmett","Ricardo Lamas",1,"Featherweight"
710,"2017-12-16","Mike Perry","Santiago Ponzinibbio",0,"Welterweight"
711,"2017-12-16","Glover Teixeira","Misha Cirkunov",1,"Light Heavyweight"
712,"2017-12-16","Jan Blachowicz","Jared Cannonier",1,"Light Heavyweight"
713,"2017-12-16","Darren Stewart","Julian Marquez",0,"Middleweight"
714,"2017-12-16","Chad Laprise","Galore Bofando",1,"Welterweight"
715,"2017-12-16","Danny Roberts","Nordine Taleb",0,"Welterweight"
716,"2017-12-16","Abel Trujillo","John Makdessi",0,"Lightweight"
717,"2017-12-16","Alessio Di Chirico","Oluwale Bamgbose",1,"Middleweight"
718,"2017-12-16","Erick Silva","Jordan Mein",0,"Welterweight"
719,"2017-12-09","Brian Ortega","Cub Swanson",1,"Featherweight"
720,"2017-12-09","Gabriel Benitez","Jason Knight",1,"Featherweight"
721,"2017-12-09","Aljamain Sterling","Marlon Moraes",0,"Bantamweight"
722,"2017-12-09","Darrell Horcher","Scott Holtzman",0,"Lightweight"
723,"2017-12-09","Eryk Anders","Markus Perez",1,"Middleweight"
724,"2017-12-09","Albert Morales","Benito Lopez",0,"Bantamweight"
725,"2017-12-09","Alexis Davis","Liz Carmouche",1,"Women's Flyweight"
726,"2017-12-09","Andre Soukhamthath","Luke Sanders",1,"Bantamweight"
727,"2017-12-09","Alex Perez","Carls John De Tomas",1,"Bantamweight"
728,"2017-12-09","Frankie Saenz","Merab Dvalishvili",1,"Bantamweight"
729,"2017-12-09","Alejandro Perez","Iuri Alcantara",1,"Bantamweight"
730,"2017-12-09","Chris Gruetzemacher","Davi Ramos",0,"Lightweight"
731,"2017-12-09","Antonio Braga Neto","Trevin Giles",0,"Middleweight"
732,"2017-12-02","Jose Aldo","Max Holloway",0,"Featherweight"
733,"2017-12-02","Alistair Overeem","Francis Ngannou",0,"Heavyweight"
734,"2017-12-02","Henry Cejudo","Sergio Pettis",1,"Flyweight"
735,"2017-12-02","Eddie Alvarez","Justin Gaethje",1,"Lightweight"
736,"2017-12-02","Michelle Waterson","Tecia Torres",0,"Women's Strawweight"
737,"2017-12-02","Charles Oliveira","Paul Felder",0,"Lightweight"
738,"2017-12-02","Alex Oliveira","Yancy Medeiros",0,"Welterweight"
739,"2017-12-02","David Teymur","Drakkar Klose",1,"Lightweight"
740,"2017-12-02","Cortney Casey","Felice Herrig",0,"Women's Strawweight"
741,"2017-12-02","Amanda Cooper","Angela Magana",1,"Women's Strawweight"
742,"2017-12-02","Abdul Razak Alhassan","Sabah Homasi",1,"Welterweight"
743,"2017-12-02","Dominick Reyes","Jeremy Kimball",1,"Light Heavyweight"
744,"2017-12-02","Allen Crowder","Justin Willis",0,"Heavyweight"
745,"2017-12-01","Nicco Montano","Roxanne Modafferi",1,"Women's Flyweight"
746,"2017-12-01","Sean O'Malley","Terrion Ware",1,"Bantamweight"
747,"2017-12-01","Barb Honchak","Lauren Murphy",0,"Women's Flyweight"
748,"2017-12-01","Eric Spicely","Gerald Meerschaert",0,"Middleweight"
749,"2017-12-01","DeAnna Bennett","Melinda Fabian",0.5,"Women's Flyweight"
750,"2017-12-01","Brett Johns","Joe Soto",1,"Bantamweight"
751,"2017-12-01","Christina Marks","Montana De La Rosa",0,"Women's Flyweight"
752,"2017-12-01","Andrew Sanchez","Ryan Janes",0,"Middleweight"
753,"2017-12-01","Karine Gevorgyan","Rachael Ostovich",0,"Women's Flyweight"
754,"2017-12-01","Ariel Beck","Shana Dobson",0,"Women's Flyweight"
755,"2017-12-01","Emily Whitmire","Gillian Robertson",0,"Women's Flyweight"
756,"2017-11-25","Kelvin Gastelum","Michael Bisping",1,"Middleweight"
757,"2017-11-25","Li Jingliang","Zak Ottow",1,"Welterweight"
758,"2017-11-25","Alex Caceres","Wang Guan",0,"Featherweight"
759,"2017-11-25","Alex Garcia","Muslim Salikhov",1,"Welterweight"
760,"2017-11-25","Sheymon Moraes","Zabit Magomedsharipov",0,"Featherweight"
761,"2017-11-25","Bobby Nash","Song Kenan",0,"Welterweight"
762,"2017-11-25","Kailin Curran","Yan Xiaonan",0,"Women's Strawweight"
763,"2017-11-25","Bharat Kandare","Song Yadong",0,"Featherweight"
764,"2017-11-25","Chase Sherman","Shamil Abdurakhimov",0,"Heavyweight"
765,"2017-11-25","Gina Mazany","Wu Yanan",1,"Women's Bantamweight"
766,"2017-11-25","Rolando Dy","Wuliji Buren",1,"Featherweight"
767,"2017-11-25","Cyril Asker","Hu Yaozong",1,"Heavyweight"
768,"2017-11-18","Fabricio Werdum","Marcin Tybura",1,"Heavyweight"
769,"2017-11-18","Bec Rawlings","Jessica-Rose Clark",0,"Women's Flyweight"
770,"2017-11-18","Belal Muhammad","Tim Means",1,"Welterweight"
771,"2017-11-18","Bojan Velickovic","Jake Matthews",0,"Welterweight"
772,"2017-11-18","Daniel Kelly","Elias Theodorou",0,"Middleweight"
773,"2017-11-18","Alexander Volkanovski","Shane Young",1,"Catch Weight"
774,"2017-11-18","Ashkan Mokhtarian","Ryan Benoit",0,"Flyweight"
775,"2017-11-18","Nik Lentz","Will Brooks",1,"Lightweight"
776,"2017-11-18","Rashad Coulter","Tai Tuivasa",0,"Heavyweight"
777,"2017-11-18","Damien Brown","Frank Camacho",0,"Lightweight"
778,"2017-11-18","Alex Chambers","Nadia Kassem",0,"Women's Strawweight"
779,"2017-11-18","Eric Shelton","Jenel Lausa",1,"Flyweight"
780,"2017-11-18","Adam Wieczorek","Anthony Hamilton",1,"Heavyweight"
781,"2017-11-11","Anthony Pettis","Dustin Poirier",0,"Lightweight"
782,"2017-11-11","Diego Sanchez","Matt Brown",0,"Welterweight"
783,"2017-11-11","Andrei Arlovski","Junior Albini",1,"Heavyweight"
784,"2017-11-11","Cezar Ferreira","Nate Marquardt",1,"Middleweight"
785,"2017-11-11","Matthew Lopez","Raphael Assuncao",0,"Bantamweight"
786,"2017-11-11","Clay Guida","Joe Lauzon",1,"Lightweight"
787,"2017-11-11","John Dodson","Marlon Moraes",0,"Bantamweight"
788,"2017-11-11","Tatiana Suarez","Viviane Pereira",1,"Women's Strawweight"
789,"2017-11-11","Michel Quinones","Sage Northcutt",0,"Lightweight"
790,"2017-11-11","Angela Hill","Nina Ansaroff",0,"Women's Strawweight"
791,"2017-11-11","Court McGee","Sean Strickland",0,"Welterweight"
792,"2017-11-11","Jake Collier","Marcel Fortuna",1,"Light Heavyweight"
793,"2017-11-11","Darren Stewart","Karl Roberson",0,"Middleweight"
794,"2017-11-04","Georges St-Pierre","Michael Bisping",1,"Middleweight"
795,"2017-11-04","Cody Garbrandt","TJ Dillashaw",0,"Bantamweight"
796,"2017-11-04","Joanna Jedrzejczyk","Rose Namajunas",0,"Women's Strawweight"
797,"2017-11-04","Jorge Masvidal","Stephen Thompson",0,"Welterweight"
798,"2017-11-04","Johny Hendricks","Paulo Costa",0,"Middleweight"
799,"2017-11-04","James Vick","Joe Duffy",1,"Lightweight"
800,"2017-11-04","Mark Godbeer","Walt Harris",1,"Heavyweight"
801,"2017-11-04","Corey Anderson","Ovince Saint Preux",0,"Light Heavyweight"
802,"2017-11-04","Mickey Gall","Randy Brown",0,"Welterweight"
803,"2017-11-04","Aleksei Oleinik","Curtis Blaydes",0,"Heavyweight"
804,"2017-11-04","Aiemann Zahabi","Ricardo Ramos",0,"Bantamweight"
805,"2017-10-28","Derek Brunson","Lyoto Machida",1,"Middleweight"
806,"2017-10-28","Colby Covington","Demian Maia",1,"Welterweight"
807,"2017-10-28","Pedro Munhoz","Rob Font",1,"Bantamweight"
808,"2017-10-28","Francisco Trinaldo","Jim Miller",1,"Lightweight"
809,"2017-10-28","Jack Hermansson","Thiago Santos",0,"Middleweight"
810,"2017-10-28","John Lineker","Marlon Vera",1,"Bantamweight"
811,"2017-10-28","Niko Price","Vicente Luque",0,"Welterweight"
812,"2017-10-28","Antonio Carlos Junior","Jack Marshman",1,"Middleweight"
813,"2017-10-28","Hacran Dias","Jared Gordon",0,"Lightweight"
814,"2017-10-28","Elizeu Zaleski dos Santos","Max Griffin",1,"Welterweight"
815,"2017-10-28","Deiveson Figueiredo","Jarred Brooks",1,"Flyweight"
816,"2017-10-28","Christian Colombo","Marcelo Golm",0,"Heavyweight"
817,"2017-10-21","Darren Till","Donald Cerrone",1,"Welterweight"
818,"2017-10-21","Jodie Esquibel","Karolina Kowalkiewicz",0,"Women's Strawweight"
819,"2017-10-21","Devin Clark","Jan Blachowicz",0,"Light Heavyweight"
820,"2017-10-21","Jonathan Wilson","Oskar Piechota",0,"Middleweight"
821,"2017-10-21","Marcin Held","Nasrat Haqparast",1,"Lightweight"
822,"2017-10-21","Brian Kelleher","Damian Stasiak",1,"Bantamweight"
823,"2017-10-21","Ramazan Emeev","Sam Alvey",1,"Middleweight"
824,"2017-10-21","Andre Fili","Artem Lobov",1,"Featherweight"
825,"2017-10-21","Salim Touahri","Warlley Alves",0,"Welterweight"
826,"2017-10-21","Aspen Ladd","Lina Lansberg",1,"Women's Bantamweight"
827,"2017-10-21","Felipe Arantes","Josh Emmett",0,"Featherweight"
828,"2017-10-07","Kevin Lee","Tony Ferguson",0,"Lightweight"
829,"2017-10-07","Demetrious Johnson","Ray Borg",1,"Flyweight"
830,"2017-10-07","Fabricio Werdum","Walt Harris",1,"Heavyweight"
831,"2017-10-07","Kalindra Faria","Mara Romero Borella",0,"Women's Flyweight"
832,"2017-10-07","Beneil Dariush","Evan Dunham",0.5,"Lightweight"
833,"2017-10-07","Cody Stamann","Tom Duquesnoy",1,"Bantamweight"
834,"2017-10-07","Bobby Green","Lando Vannata",0.5,"Lightweight"
835,"2017-10-07","Pearl Gonzalez","Poliana Botelho",0,"Women's Strawweight"
836,"2017-10-07","Marco Beltran","Matt Schnell",0,"Flyweight"
837,"2017-10-07","John Moraga","Magomed Bibulatov",1,"Flyweight"
838,"2017-10-07","Brad Tavares","Thales Leites",1,"Middleweight"
839,"2017-09-22","Ovince Saint Preux","Yushin Okami",1,"Light Heavyweight"
840,"2017-09-22","Claudia Gadelha","Jessica Andrade",0,"Women's Strawweight"
841,"2017-09-22","Dong Hyun Ma","Takanori Gomi",1,"Lightweight"
842,"2017-09-22","Gokhan Saki","Henrique da Silva",1,"Light Heavyweight"
843,"2017-09-22","Rolando Dy","Teruto Ishihara",0,"Featherweight"
844,"2017-09-22","Jussier Formiga","Ulka Sasaki",1,"Flyweight"
845,"2017-09-22","Alex Morono","Keita Nakamura",0,"Welterweight"
846,"2017-09-22","Chanmi Jeon","Syuri Kondo",0,"Women's Strawweight"
847,"2017-09-22","Luke Jumeau","Shinsho Anzai",0,"Welterweight"
848,"2017-09-22","Daichi Abe","Hyun Gyu Lim",1,"Welterweight"
849,"2017-09-16","David Branch","Luke Rockhold",0,"Middleweight"
850,"2017-09-16","Alex Reyes","Mike Perry",0,"Welterweight"
851,"2017-09-16","Anthony Smith","Hector Lombard",1,"Middleweight"
852,"2017-09-16","Gregor Gillespie","Jason Gonzalez",1,"Lightweight"
853,"2017-09-16","Kamaru Usman","Sergio Moraes",1,"Welterweight"
854,"2017-09-16","Justin Ledet","Zu Anyanwu",1,"Heavyweight"
855,"2017-09-16","Anthony Rocco Martin","Olivier Aubin-Mercier",0,"Lightweight"
856,"2017-09-16","Anthony Hamilton","Daniel Spitz",0,"Heavyweight"
857,"2017-09-16","Krzysztof Jotko","Uriah Hall",0,"Middleweight"
858,"2017-09-16","Gilbert Burns","Jason Saggo",1,"Lightweight"
859,"2017-09-09","Amanda Nunes","Valentina Shevchenko",1,"Women's Bantamweight"
860,"2017-09-09","Neil Magny","Rafael Dos Anjos",0,"Welterweight"
861,"2017-09-09","Henry Cejudo","Wilson Reis",1,"Flyweight"
862,"2017-09-09","Ilir Latifi","Tyson Pedro",1,"Light Heavyweight"
863,"2017-09-09","Gilbert Melendez","Jeremy Stephens",0,"Featherweight"
864,"2017-09-09","Ketlen Vieira","Sara McMann",1,"Women's Bantamweight"
865,"2017-09-09","Ashlee Evans-Smith","Sarah Moras",0,"Women's Bantamweight"
866,"2017-09-09","Gavin Tucker","Rick Glenn",0,"Featherweight"
867,"2017-09-09","Alex White","Mitch Clarke",1,"Lightweight"
868,"2017-09-09","Arjan Bhullar","Luis Henrique",1,"Heavyweight"
869,"2017-09-09","Adriano Martins","Kajan Johnson",0,"Lightweight"
870,"2017-09-02","Alexander Volkov","Stefan Struve",1,"Heavyweight"
871,"2017-09-02","Rob Wilkinson","Siyar Bahadurzada",0,"Middleweight"
872,"2017-09-02","Marion Reneau","Talita Bernardo",1,"Women's Bantamweight"
873,"2017-09-02","Bryan Barberena","Leon Edwards",0,"Welterweight"
874,"2017-09-02","Bojan Velickovic","Darren Till",0,"Welterweight"
875,"2017-09-02","Felipe Silva","Mairbek Taisumov",0,"Lightweight"
876,"2017-09-02","Mads Burnell","Michel Prazeres",0,"Lightweight"
877,"2017-09-02","Desmond Green","Rustam Khabilov",0,"Lightweight"
878,"2017-09-02","Aleksandar Rakic","Francimar Barroso",1,"Light Heavyweight"
879,"2017-09-02","Mike Santiago","Zabit Magomedsharipov",0,"Featherweight"
880,"2017-09-02","Abdul-Kerim Edilov","Bojan Mihajlovic",1,"Light Heavyweight"
881,"2017-09-02","Andrew Holbrook","Thibault Gouti",0,"Lightweight"
882,"2017-08-05","Brandon Moreno","Sergio Pettis",0,"Flyweight"
883,"2017-08-05","Alexa Grasso","Randa Markos",1,"Women's Strawweight"
884,"2017-08-05","Alan Jouban","Niko Price",0,"Welterweight"
885,"2017-08-05","Humberto Bandenay","Martin Bravo",1,"Featherweight"
886,"2017-08-05","Rashad Evans","Sam Alvey",0,"Middleweight"
887,"2017-08-05","Alejandro Perez","Andre Soukhamthath",1,"Bantamweight"
888,"2017-08-05","Bradley Scott","Jack Hermansson",0,"Middleweight"
889,"2017-08-05","Dustin Ortiz","Hector Sandoval",1,"Flyweight"
890,"2017-08-05","Henry Briones","Rani Yahya",0,"Bantamweight"
891,"2017-08-05","Diego Rivas","Jose Quinonez",0,"Bantamweight"
892,"2017-08-05","Joseph Morales","Roberto Sanchez",1,"Flyweight"
893,"2017-08-05","Alvaro Herrera","Jordan Rinaldi",0,"Lightweight"
894,"2017-07-29","Daniel Cormier","Jon Jones",0.5,"Light Heavyweight"
895,"2017-07-29","Demian Maia","Tyron Woodley",0,"Welterweight"
896,"2017-07-29","Cris Cyborg","Tonya Evinger",1,"Women's Featherweight"
897,"2017-07-29","Donald Cerrone","Robbie Lawler",0,"Welterweight"
898,"2017-07-29","Jimi Manuwa","Volkan Oezdemir",0,"Light Heavyweight"
899,"2017-07-29","Jason Knight","Ricardo Lamas",0,"Featherweight"
900,"2017-07-29","Aljamain Sterling","Renan Barao",1,"Catch Weight"
901,"2017-07-29","Brian Ortega","Renato Moicano",1,"Featherweight"
902,"2017-07-29","Andre Fili","Calvin Kattar",0,"Featherweight"
903,"2017-07-29","Alexandra Albu","Kailin Curran",1,"Women's Strawweight"
904,"2017-07-29","Eric Shelton","Jarred Brooks",0,"Flyweight"
905,"2017-07-29","Drew Dober","Joshua Burkman",1,"Lightweight"
906,"2017-07-22","Chris Weidman","Kelvin Gastelum",1,"Middleweight"
907,"2017-07-22","Darren Elkins","Dennis Bermudez",1,"Featherweight"
908,"2017-07-22","Gian Villante","Patrick Cummins",0,"Light Heavyweight"
909,"2017-07-22","Jimmie Rivera","Thomas Almeida",1,"Bantamweight"
910,"2017-07-22","Elizeu Zaleski dos Santos","Lyman Good",1,"Welterweight"
911,"2017-07-22","Eryk Anders","Rafael Natal",1,"Middleweight"
912,"2017-07-22","Alex Oliveira","Ryan LaFlare",1,"Welterweight"
913,"2017-07-22","Chase Sherman","Damian Grabowski",1,"Heavyweight"
914,"2017-07-22","Jeremy Kennedy","Kyle Bochniak",1,"Featherweight"
915,"2017-07-22","Brian Kelleher","Marlon Vera",0,"Bantamweight"
916,"2017-07-22","Junior Albini","Tim Johnson",1,"Heavyweight"
917,"2017-07-22","Godofredo Pepey","Shane Burgos",0,"Featherweight"
918,"2017-07-22","Chris Wade","Frankie Perez",1,"Lightweight"
919,"2017-07-16","Gunnar Nelson","Santiago Ponzinibbio",0,"Welterweight"
920,"2017-07-16","Cynthia Calvillo","Joanne Calderwood",1,"Women's Strawweight"
921,"2017-07-16","Paul Felder","Stevie Ray",1,"Lightweight"
922,"2017-07-16","Jack Marshman","Ryan Janes",1,"Middleweight"
923,"2017-07-16","Khalil Rountree Jr.","Paul Craig",1,"Light Heavyweight"
924,"2017-07-16","James Mulheron","Justin Willis",0,"Heavyweight"
925,"2017-07-16","Bobby Nash","Danny Roberts",0,"Welterweight"
926,"2017-07-16","Alexandre Pantoja","Neil Seery",1,"Flyweight"
927,"2017-07-16","Charlie Ward","Galore Bofando",0,"Welterweight"
928,"2017-07-16","Daniel Teymur","Danny Henry",0,"Lightweight"
929,"2017-07-16","Albert Morales","Brett Johns",0,"Bantamweight"
930,"2017-07-16","Amanda Lemos","Leslie Smith",0,"Women's Bantamweight"
931,"2017-07-08","Robert Whittaker","Yoel Romero",1,"Middleweight"
932,"2017-07-08","Alistair Overeem","Fabricio Werdum",1,"Heavyweight"
933,"2017-07-08","Curtis Blaydes","Daniel Omielanczuk",1,"Heavyweight"
934,"2017-07-08","Anthony Pettis","Jim Miller",1,"Lightweight"
935,"2017-07-08","Douglas Silva de Andrade","Rob Font",0,"Bantamweight"
936,"2017-07-08","Aleksei Oleinik","Travis Browne",1,"Heavyweight"
937,"2017-07-08","Brian Camozzi","Chad Laprise",0,"Welterweight"
938,"2017-07-08","Gerald Meerschaert","Thiago Santos",0,"Middleweight"
939,"2017-07-08","Belal Muhammad","Jordan Mein",1,"Welterweight"
940,"2017-07-08","Cody Stamann","Terrion Ware",1,"Featherweight"
941,"2017-07-08","James Bochnovic","Trevin Giles",0,"Light Heavyweight"
942,"2017-07-07","Justin Gaethje","Michael Johnson",1,"Lightweight"
943,"2017-07-07","Dhiego Lima","Jesse Taylor",0,"Welterweight"
944,"2017-07-07","Jared Cannonier","Nick Roehrick",1,"Light Heavyweight"
945,"2017-07-07","Brad Tavares","Elias Theodorou",1,"Middleweight"
946,"2017-07-07","Jordan Johnson","Marcel Fortuna",1,"Light Heavyweight"
947,"2017-07-07","Angela Hill","Ashley Yoder",1,"Women's Strawweight"
948,"2017-07-07","James Krause","Tom Gallicchio",1,"Welterweight"
949,"2017-07-07","CB Dollaway","Ed Herman",1,"Light Heavyweight"
950,"2017-07-07","Juliana Lima","Tecia Torres",0,"Women's Strawweight"
951,"2017-07-07","Gray Maynard","Teruto Ishihara",1,"Featherweight"
952,"2017-06-25","Kevin Lee","Michael Chiesa",1,"Lightweight"
953,"2017-06-25","Johny Hendricks","Tim Boetsch",0,"Middleweight"
954,"2017-06-25","Felice Herrig","Justine Kish",1,"Women's Strawweight"
955,"2017-06-25","Alex Garcia","Tim Means",0,"Welterweight"
956,"2017-06-25","BJ Penn","Dennis Siver",0,"Featherweight"
957,"2017-06-25","Clay Guida","Erik Koch",1,"Lightweight"
958,"2017-06-25","Marvin Vettori","Vitor Miranda",1,"Middleweight"
959,"2017-06-25","Darrell Horcher","Devin Powell",1,"Lightweight"
960,"2017-06-25","Jared Gordon","Michel Quinones",1,"Featherweight"
961,"2017-06-25","Anthony Rocco Martin","Johnny Case",1,"Lightweight"
962,"2017-06-25","Jeremy Kimball","Josh Stansbury",1,"Light Heavyweight"
963,"2017-06-17","Bethe Correia","Holly Holm",0,"Women's Bantamweight"
964,"2017-06-17","Andrei Arlovski","Marcin Tybura",0,"Heavyweight"
965,"2017-06-17","Colby Covington","Dong Hyun Kim",1,"Welterweight"
966,"2017-06-17","Rafael Dos Anjos","Tarec Saffiedine",1,"Welterweight"
967,"2017-06-17","Jon Tuck","Takanori Gomi",1,"Lightweight"
968,"2017-06-17","Cyril Asker","Walt Harris",0,"Heavyweight"
969,"2017-06-17","Alex Caceres","Rolando Dy",1,"Featherweight"
970,"2017-06-17","Justin Scoggins","Ulka Sasaki",0,"Flyweight"
971,"2017-06-17","Kwan Ho Kwak","Russell Doane",0,"Bantamweight"
972,"2017-06-17","Carls John De Tomas","Naoki Inoue",0,"Flyweight"
973,"2017-06-17","Ji Yeon Kim","Lucie Pudilova",0,"Women's Bantamweight"
974,"2017-06-10","Derrick Lewis","Mark Hunt",0,"Heavyweight"
975,"2017-06-10","Daniel Kelly","Derek Brunson",0,"Middleweight"
976,"2017-06-10","Dan Hooker","Ross Pearson",1,"Lightweight"
977,"2017-06-10","Henrique da Silva","Ion Cutelaba",0,"Light Heavyweight"
978,"2017-06-10","Ben Nguyen","Tim Elliott",1,"Flyweight"
979,"2017-06-10","Alexander Volkanovski","Mizuto Hirota",1,"Featherweight"
980,"2017-06-10","Damien Brown","Vinc Pichel",0,"Lightweight"
981,"2017-06-10","Dominique Steele","Luke Jumeau",0,"Welterweight"
982,"2017-06-10","Ashkan Mokhtarian","John Moraga",0,"Flyweight"
983,"2017-06-10","Kiichi Kunimoto","Zak Ottow",0,"Welterweight"
984,"2017-06-10","Chanmi Jeon","JJ Aldrich",0,"Women's Strawweight"
985,"2017-06-03","Jose Aldo","Max Holloway",0,"Featherweight"
986,"2017-06-03","Claudia Gadelha","Karolina Kowalkiewicz",1,"Women's Strawweight"
987,"2017-06-03","Nate Marquardt","Vitor Belfort",0,"Middleweight"
988,"2017-06-03","Oluwale Bamgbose","Paulo Costa",0,"Middleweight"
989,"2017-06-03","Erick Silva","Yancy Medeiros",0,"Welterweight"
990,"2017-06-03","Marlon Moraes","Raphael Assuncao",0,"Bantamweight"
991,"2017-06-03","Johnny Eduardo","Matthew Lopez",0,"Bantamweight"
992,"2017-06-03","Brian Kelleher","Iuri Alcantara",1,"Bantamweight"
993,"2017-06-03","Jamie Moyle","Viviane Pereira",0,"Women's Strawweight"
994,"2017-06-03","Jimmy Wallhead","Luan Chagas",0,"Welterweight"
995,"2017-05-28","Alexander Gustafsson","Glover Teixeira",1,"Light Heavyweight"
996,"2017-05-28","Misha Cirkunov","Volkan Oezdemir",0,"Light Heavyweight"
997,"2017-05-28","Ben Saunders","Peter Sobotta",0,"Welterweight"
998,"2017-05-28","Abdul Razak Alhassan","Omari Akhmedov",0,"Welterweight"
999,"2017-05-28","Nordine Taleb","Oliver Enkamp",1,"Welterweight"
1000,"2017-05-28","Alex Nicholson","Jack Hermansson",0,"Middleweight"
1001,"2017-05-28","Damian Stasiak","Pedro Munhoz",0,"Bantamweight"
1002,"2017-05-28","Chris Camozzi","Trevor Smith",0,"Middleweight"
1003,"2017-05-28","Joaquim Silva","Reza Madadi",1,"Lightweight"
1004,"2017-05-28","Bojan Velickovic","Nico Musoke",1,"Welterweight"
1005,"2017-05-28","Darren Till","Jessin Ayari",1,"Welterweight"
1006,"2017-05-28","Damir Hadzovic","Marcin Held",1,"Lightweight"
1007,"2017-05-13","Junior Dos Santos","Stipe Miocic",0,"Heavyweight"
1008,"2017-05-13","Jessica Andrade","Joanna Jedrzejczyk",0,"Women's Strawweight"
1009,"2017-05-13","Demian Maia","Jorge Masvidal",1,"Welterweight"
1010,"2017-05-13","Frankie Edgar","Yair Rodriguez",1,"Featherweight"
1011,"2017-05-13","David Branch","Krzysztof Jotko",1,"Middleweight"
1012,"2017-05-13","Dustin Poirier","Eddie Alvarez",0.5,"Lightweight"
1013,"2017-05-13","Chas Skelly","Jason Knight",0,"Featherweight"
1014,"2017-05-13","Chase Sherman","Rashad Coulter",1,"Heavyweight"
1015,"2017-05-13","James Vick","Polo Reyes",1,"Lightweight"
1016,"2017-05-13","Cortney Casey","Jessica Aguilar",1,"Women's Strawweight"
1017,"2017-05-13","Enrique Barzola","Gabriel Benitez",1,"Featherweight"
1018,"2017-05-13","Gadzhimurad Antigulov","Joachim Christensen",1,"Light Heavyweight"
1019,"2017-04-22","Artem Lobov","Cub Swanson",0,"Featherweight"
1020,"2017-04-22","Al Iaquinta","Diego Sanchez",1,"Lightweight"
1021,"2017-04-22","Marcos Rogerio de Lima","Ovince Saint Preux",0,"Light Heavyweight"
1022,"2017-04-22","Eddie Wineland","John Dodson",0,"Bantamweight"
1023,"2017-04-22","Joe Lauzon","Stevie Ray",0,"Lightweight"
1024,"2017-04-22","Jake Ellenberger","Mike Perry",0,"Welterweight"
1025,"2017-04-22","Sam Alvey","Thales Leites",0,"Middleweight"
1026,"2017-04-22","Brandon Moreno","Dustin Ortiz",1,"Flyweight"
1027,"2017-04-22","Michael McBride","Scott Holtzman",0,"Lightweight"
1028,"2017-04-22","Danielle Taylor","Jessica Penne",1,"Women's Strawweight"
1029,"2017-04-22","Alexis Davis","Cindy Dandois",1,"Women's Bantamweight"
1030,"2017-04-22","Bryan Barberena","Joe Proctor",1,"Welterweight"
