book,house,character,text
Book_Half_Blood_Prince,Gryffindor,Book_Ron,"""That's stupid,"" said Ron."""
Book_Half_Blood_Prince,Gryffindor,Book_Ron,"Dunno,"" said Ron, ""but if Fred and -=-GeorgeVe left it here, it's probably not ready for the joke shop yet, so be careful""""Your mum said the shop's going well,"" said Harry."
Book_Half_Blood_Prince,Gryffindor,Book_Ron,"""That's an understatement,"" said Ron."
Book_Half_Blood_Prince,Gryffindor,Book_Ron,"""Nope,"" said Ron."""
Book_Half_Blood_Prince,Gryffindor,Book_Ron,"""Sounds like the sort of mental thing Dumbledore would say,"" said Ron."""
Book_Half_Blood_Prince,Gryffindor,Book_Ron,"said Ron."""
Book_Half_Blood_Prince,Gryffindor,Book_Ron,"Don't worry,"" said Ron, who was plainly trying not to laugh, ""Mum'll fix that, she's good at healing minor injuries ?quot;""Oh well, never mind that now!"""
Book_Half_Blood_Prince,Gryffindor,Book_Ron,"""When we heard Dumbledore was collecting you in person, we thought he might be telling you something or showing you something to do with the prophecy,"" said Ron eagerly."
Book_Half_Blood_Prince,Gryffindor,Book_Ron,"""Cant be long now, it's been a month,"" said Ron."""
Book_Half_Blood_Prince,Gryffindor,Book_Ron,"They're definitely owls,"" said Ron hoarsely, jumping up to join Hermione at the window."""
Book_Half_Blood_Prince,Gryffindor,Book_Ron,"Knew you'd be top at Defense Against the Dark Arts,"" said Ron, punching Harry on the shoulder."
Book_Half_Blood_Prince,Gryffindor,Book_Ron,"Oh, come off it,"" said Ron, striding over to her and whipping her results out of her hand."
Book_Half_Blood_Prince,Gryffindor,Book_Ron,"   ""Wow, I remember when Charlie wore one of these,"" said Ron, examining the badge with glee."
Book_Half_Blood_Prince,Gryffindor,Book_Ron,"  ""It's good Dad can get us these again,"" said Ron appreciatively, stretching luxuriously as the car moved smoothly away from the Burrow, Bill and Fleur waving from the kitchen window."
Book_Half_Blood_Prince,Gryffindor,Book_Ron,"   ""Whoa,""said Ron, stopping in his tracks."
Book_Half_Blood_Prince,Gryffindor,Book_Ron,"  ""Given her the slip by the looks of it,"" said Ron."
Book_Half_Blood_Prince,Gryffindor,Book_Ron,"  ""Come on\"" said Ron."
Book_Half_Blood_Prince,Gryffindor,Book_Ron,"   ""Big surprise,"" whispered Ron."
Book_Half_Blood_Prince,Gryffindor,Book_Ron,"  ""Ah well,"" said Ron, throwing the cloak back over Hermione."
Book_Half_Blood_Prince,Gryffindor,Book_Ron,"""Maybe he's broken his Hand of Glory"" said Ron vaguely, as he attempted to straighten his broomstick's bent tail twigs."
Book_Half_Blood_Prince,Gryffindor,Book_Ron,"said Ron, now trying to scrape some dirt off his broom handle."""
Book_Half_Blood_Prince,Gryffindor,Book_Ron,"said Ron, sounding thoroughly unconvinced."""
Book_Half_Blood_Prince,Gryffindor,Book_Ron,"Wish the lunch trolley would hurry up, I'm starving,"" said Ron longingly, slumping into the seat beside Harry and rubbing his stomach."
Book_Half_Blood_Prince,Gryffindor,Book_Ron,"""The usual,"" said Ron indifferently, demonstrating a rude handgesture."
Book_Half_Blood_Prince,Gryffindor,Book_Ron,"said Ron between frenzied mouthfuls of gateau."""
Book_Half_Blood_Prince,Gryffindor,Book_Ron,"""Yeah,"" said Ron."
Book_Half_Blood_Prince,Gryffindor,Book_Ron,"“He might just go back to teaching Potions at the end of the year"" said Ron reasonably."
Book_Half_Blood_Prince,Gryffindor,Book_Ron,"And Hermione,"" said Ron, ""she's not, is she?"""
Book_Half_Blood_Prince,Gryffindor,Book_Ron,"Yeah, but not today,"" said Ron."
Book_Half_Blood_Prince,Gryffindor,Book_Ron,"""Look,"" said Ron delightedly, gazing ar his schedule, ""we've got a free period now."
Book_Half_Blood_Prince,Gryffindor,Book_Ron,"""Shame,"" yawned Ron."
Book_Half_Blood_Prince,Gryffindor,Book_Ron,"chortled Ron, once they were safely on their way to break a short while later."""
Book_Half_Blood_Prince,Gryffindor,Book_Ron,"said Ron, who had read the message over Harry's shoulder and was looking perplexed."""
Book_Half_Blood_Prince,Gryffindor,Book_Ron,"He only followed different instructions to ours,"" said Ron, ""Could've been a catastrophe, couldn't it?"
Book_Half_Blood_Prince,Gryffindor,Book_Ron," ""Hope it goes okay,"" said Ron, and the pair of them watched Harry leave through the portrait hole."
Book_Half_Blood_Prince,Gryffindor,Book_Ron,"""Speak for yourself, I haven't forgotten the skrewts,"" said Ron darkly."
Book_Half_Blood_Prince,Gryffindor,Book_Ron," ""You can still see where those brains got hold of me in the Min-istry, look,"" said Ron, shaking back his sleeves."
Book_Half_Blood_Prince,Gryffindor,Book_Ron,"""I'm tall,"" said Ron inconsequentially."
Book_Half_Blood_Prince,Gryffindor,Book_Ron," ""He might have been put under the Imperius Curse,"" said Ron reasonably."
Book_Half_Blood_Prince,Gryffindor,Book_Ron," ""It sounds like he was trying to make out he knew more than he did,"" said Ron."
Book_Half_Blood_Prince,Gryffindor,Book_Ron,"""I was better than that McLaggen anyway,"" said Ron in a highly satisfied voice."
Book_Half_Blood_Prince,Gryffindor,Book_Ron," ""Yeah, I think we saw a bit of that side of them,"" said Ron in an undertone."
Book_Half_Blood_Prince,Gryffindor,Book_Ron," ""Oh, drop it, Harry,"" said Ron."
Book_Half_Blood_Prince,Gryffindor,Book_Ron,"""Well, as I'm not invited to any parties,"" said Ron, getting to his feet again, ""I think I'll go to bed."""
Book_Half_Blood_Prince,Gryffindor,Book_Ron,"""Tomorrow,"" said Ron in a muffled voice, ""I'd rather you set the alarm clock."""
Book_Half_Blood_Prince,Gryffindor,Book_Ron," ""Fred and George,"" said Ron, shrugging, ""it's their kind of thing."
Book_Half_Blood_Prince,Gryffindor,Book_Ron," ""Nothing,"" said Ron, hastily looking away from the bar, but Harry knew he was trying to catch the eye of the curvy and attractive bar-maid, Madam Rosmerta, for whom he had long nursed a soft spot."
Book_Half_Blood_Prince,Gryffindor,Book_Ron,", ""I — I dunno, Harry,"" said Ron hesitantly."
Book_Half_Blood_Prince,Gryffindor,Book_Ron,"The same is probably true of hundreds of people —"" ""— that's what I said —"" muttered Ron."
Book_Half_Blood_Prince,Gryffindor,Book_Ron,"""It wasn't a very slick attack, really, when you stop and think about it,"" said Ron, casually turfing a first year out of one of the good armchairs by the fire so that he could sit down."
Book_Half_Blood_Prince,Gryffindor,Book_Ron,"""Wow, scary thought, the boy You-Know-Who,"" said Ron qui-etly, as they took their places around one of the gnarled Snargaluff stumps that formed this terms project, and began pulling on their protective gloves."
Book_Half_Blood_Prince,Gryffindor,Book_Ron,"said Ron, adding quietly, when she had turned away again, ""should ve used Muffliato, Harry."""
Book_Half_Blood_Prince,Gryffindor,Book_Ron,"""You know, I don't think I'll be having any of these in my garden when I've got my own place,"" said Ron, pushing his goggles up onto his forehead and wiping sweat from his face."
Book_Half_Blood_Prince,Gryffindor,Book_Ron,"""No, I wouldn't,"" said Ron, in a very quiet voice."
Book_Half_Blood_Prince,Gryffindor,Book_Ron,"""I played like a sack of dragon dung,"" said Ron in a hollow voice when the door had swung shut behind Ginny."
Book_Half_Blood_Prince,Gryffindor,Book_Ron,"""Anything,"" said Ron glumly, taking a moody bite of toast."
Book_Half_Blood_Prince,Gryffindor,Book_Ron,"""Yeah,"" said Ron, who was pale and sick-looking."
Book_Half_Blood_Prince,Gryffindor,Book_Ron," ""Lucky, I call it,"" said Ron, looking slightly more animated."
Book_Half_Blood_Prince,Gryffindor,Book_Ron," ""You die,"" said Ron simply."
Book_Half_Blood_Prince,Gryffindor,Book_Ron,"He went mental,"" said Ron, with a reminiscent gleam in his eyes."
Book_Half_Blood_Prince,Gryffindor,Book_Ron," ""I'll be seventeen in two and a bit months' time,"" said Ron grumpily, ""and then I'll be able to do it by magic!"""
Book_Half_Blood_Prince,Gryffindor,Book_Ron," ""I wont,"" said Ron, ""let you see,"" he added under his breath, as he turned back to the sprout mountain."
Book_Half_Blood_Prince,Gryffindor,Book_Ron," ""Gits,"" said Ron darkly, watching Fred and George setting off across the snowy yard."
Book_Half_Blood_Prince,Gryffindor,Book_Ron," ""Oh yeah,"" said Ron."
Book_Half_Blood_Prince,Gryffindor,Book_Ron,"' ""Its from Lavender,"" said Ron, sounding revolted^ ""She earn honestly think I'd wear ..."""
Book_Half_Blood_Prince,Gryffindor,Book_Ron," ""If you tell them,"" said Ron, shoving the necklace out of sight under his pillow, ""I — I — I’ll —"" ""Stutter at me?"""
Book_Half_Blood_Prince,Gryffindor,Book_Ron,"we don't really talk much,"" said Ron."
Book_Half_Blood_Prince,Gryffindor,Book_Ron,"""Well, yeah,"" said Ron."
Book_Half_Blood_Prince,Gryffindor,Book_Ron,"""Can't be anything dangerous, all our mail's still being searched at the Ministry,"" replied Ron, though he was eyeing the parcel suspiciously."
Book_Half_Blood_Prince,Gryffindor,Book_Ron,"""Hermione would,"" said Ron."
Book_Half_Blood_Prince,Gryffindor,Book_Ron,"""Nice,"" said Ron, roaring with laughter."
Book_Half_Blood_Prince,Gryffindor,Book_Ron," ""Yeah, don't worry about us,"" said Ron, permitting his mother to plant a very wet kiss on his cheek, ""or about Percy."
Book_Half_Blood_Prince,Gryffindor,Book_Ron,"""Baubles,"" said Ron confidently, when they reached the Fat Lady, who was looking rather paler than usual and winced at his loud voice."""
Book_Half_Blood_Prince,Gryffindor,Book_Ron," ""Yeah,"" said Ron at once, ""pretty eventful, Rufus Scrim —"" ] ""I've got something for you, Harry,"" said Hermione, neither looking at Ron nor giving any sign that she had heard him."
Book_Half_Blood_Prince,Gryffindor,Book_Ron,"""So — Apparition,"" said Ron, his tone making it perfectly plain that Harry was not to mention what had just happened."
Book_Half_Blood_Prince,Gryffindor,Book_Ron,"I'd better pass my test first time,"" said Ron, looking anxious."
Book_Half_Blood_Prince,Gryffindor,Book_Ron,"""Oh,"" said Ron, looking sheepish."
Book_Half_Blood_Prince,Gryffindor,Book_Ron,"""Oh,"" said Ron, looking rather glum."
Book_Half_Blood_Prince,Gryffindor,Book_Ron,"Nice of you to drop in,"" said Ron, grinning."
Book_Half_Blood_Prince,Gryffindor,Book_Ron,"Well, yeah I do,"" said Ron apologetically."
Book_Half_Blood_Prince,Gryffindor,Book_Ron,"I could hear the match commentary from here,"" said Ron, his voice now shaking with laughter."
Book_Half_Blood_Prince,Gryffindor,Book_Ron,"""Don't be stupid,"" said Ron sharply."
Book_Half_Blood_Prince,Gryffindor,Book_Ron,"""And don't tell nn its all in my head, not after what I overheard between him and Snape —""""I never said it was all in your head,"" said Ron, hoisting himself up on an elbow in turn and frowning at Harry, ""but there's no rule saying only one person at a time can be plotting anything in this place!"
Book_Half_Blood_Prince,Gryffindor,Book_Ron,"suggested Ron, yawning."""
Book_Half_Blood_Prince,Gryffindor,Book_Ron,"""Well then, I dunno,"" said Ron."
Book_Half_Blood_Prince,Gryffindor,Book_Ron,"Nice one,"" said Ron appreciatively, lifting Dobby into the air so that his flailing limbs no longer made contact with Kreacher."
Book_Half_Blood_Prince,Gryffindor,Book_Ron,"  ""It must've looked funny,"" said Ron reasonably."
Book_Half_Blood_Prince,Gryffindor,Book_Ron,"  ""Tonight,"" he told Ron and Hermione, once he had unrolled it."
Book_Half_Blood_Prince,Gryffindor,Book_Ron,"""Hi,"" said Ron nervously."
Book_Half_Blood_Prince,Gryffindor,Book_Ron," ""I love you, Hermione,"" said Ron, sinking back in his chair, rub-bing his eyes wearily."
Book_Half_Blood_Prince,Gryffindor,Book_Ron,"   ""1 won't,"" said Ron into his hands."
Book_Half_Blood_Prince,Gryffindor,Book_Ron," ""Wish that would happen with me and Lavender,"" said Ron gloomily, watching Hermione silently tapping each of his mis-spelled words with the end of her wand, so that they corrected themselves on the page."
Book_Half_Blood_Prince,Gryffindor,Book_Ron,"  ""Thanks a million,"" said Ron."
Book_Half_Blood_Prince,Gryffindor,Book_Ron,"   ""Maybe the Marauders never knew the room was there,"" said Ron."
Book_Half_Blood_Prince,Gryffindor,Book_Ron,"  ""Yeah, it's great,"" said Ron glumly, who was attempting to mop up the sodden mass of ink chat had recently been an almost com-pleted essay."
Book_Half_Blood_Prince,Gryffindor,Book_Ron,"   ""Wish I could Disapparate like a house-elf,"" said Ron, staring at the spot where Dobby had vanished."
Book_Half_Blood_Prince,Gryffindor,Book_Ron,"""When you say you had lots in common,"" said Ron, sounding rather amused now, ""d'you mean he lives in an S-bend too?"""
Book_Half_Blood_Prince,Gryffindor,Book_Ron,"   ""Oh, she was perfect, obviously,"" said Ron, before Hermione could answer."
Book_Half_Blood_Prince,Gryffindor,Book_Ron,"   ""If you ask me,"" said Ron once Harry had finished describing his conversation with Tonks, ""she's cracking up a bit."
Book_Half_Blood_Prince,Gryffindor,Book_Ron,"  ""Oh, good,"" said Ron, relaxing."
Book_Half_Blood_Prince,Gryffindor,Book_Ron,"If it were a question of saving him —""   ""— I'd want to go even less,"" said Ron firmly."
Book_Half_Blood_Prince,Gryffindor,Book_Ron,"  ""Lucky,"" said Ron suddenly."
Book_Half_Blood_Prince,Gryffindor,Book_Ron,"  ""Cool,"" said Ron, peering over Hermiones shoulder to check."
Book_Half_Blood_Prince,Gryffindor,Book_Ron,"  ""I'm losing track of what's happening to everyone's relatives, to be honest,"" said Ron."
Book_Half_Blood_Prince,Gryffindor,Book_Ron,"   ""They sometimes kill,"" said Ron, who looked unusually grave now."
Book_Half_Blood_Prince,Gryffindor,Book_Ron,"   ""Yeah, I s'pose,"" said Ron grumpily."
Book_Half_Blood_Prince,Gryffindor,Book_Ron,"   ""It's a great feeling when you take it,"" said Ron reminiscently."
Book_Half_Blood_Prince,Gryffindor,Book_Ron,"   ""No,"" said Ron and Hermione together, both looking positively alarmed now."
Book_Half_Blood_Prince,Gryffindor,Book_Ron,"""Wow,"" said Ron, when Harry had finally finished telling them everything; Ron was waving his wand very vaguely in the direction of the ceiling without paying the slightest bit of attention to what he was doing."
Book_Half_Blood_Prince,Gryffindor,Book_Ron,"""Oh yeah,"" said Ron, looking down at his shoulders in vague surprise."
Book_Half_Blood_Prince,Gryffindor,Book_Ron,"""Flitwick,"" said Ron in a warning tone."
Book_Half_Blood_Prince,Gryffindor,Book_Ron," ""Typical,"" said Ron."
Book_Half_Blood_Prince,Gryffindor,Book_Ron,"""Leave it, Hermione,"" said Ron angrily."
Book_Half_Blood_Prince,Gryffindor,Book_Ron,"""But he wasn't bitten at the full moon,"" said Ron, who was gazing down into his brother's face as though he could somehow force him to mend just by staring."
Book_Half_Blood_Prince,Gryffindor,Book_Ron,"I messed up, Harry,"" said Ron bleakly."
Book_Half_Blood_Prince,Gryffindor,Book_Ron,"""He was on his own, clutching that awful shriveled arm -""""His Hand of Glory,"" said Ron."
Book_Half_Blood_Prince,Gryffindor,Book_Ron,"""Anyway,"" Ginny went on, ""he must have been checking whether the coast was clear to let the Death Eaters out, because the moment he saw us he threw something into the air and it all went pitch-black -""""- Peruvian Instant Darkness Powder,"" said Ron bitterly."
Book_Half_Blood_Prince,Gryffindor,Book_Ron,"Neville ran at it and got thrown up into the air -""""None of us could break through,"" said Ron, ""and that massive Death Eater was still firing off jinxes all over the place, they were bouncing off the walls and barely missing us."
Book_Half_Blood_Prince,Gryffindor,Book_Ron,"Lupin said they would,"" said Ron."
Book_Half_Blood_Prince,Gryffindor,Book_Ron,"R.A.B.,"" whispered Ron, ""but who was that?"""
Book_Half_Blood_Prince,Gryffindor,Book_Seamus,"   ""Sir,"" said Seamus, ""I've been wondering, how do you tell the difference between an Inferius and a ghost?"
Book_Half_Blood_Prince,Gryffindor,Book_Sirius,"As you so rightly said, Sirius would not have wanted you to shut yourself away."""
Book_Half_Blood_Prince,Slytherin,Book_Slughorn,"""Yes,"" said Harry, ""but I didn't buy the books or any ingredients or anything-""""I'm sure Professor Slughorn will be able to lend you some,"" said Professor McGonagall."
Book_Half_Blood_Prince,Slytherin,Book_Slughorn,"   ""You're a good boy,"" said Professor Slughorn, tears trickling down his fat cheeks into his walrus mustache."
Book_Half_Blood_Prince,Slytherin,Book_Snape,"As you have clearly realized, Wormtail, we have guests,"" said Snape lazily."
Book_Half_Blood_Prince,Slytherin,Book_Snape,"How charming--""""Wormtail will get us drinks, if you'd like them,"" said Snape."
Book_Half_Blood_Prince,Slytherin,Book_Snape,"""I had no idea, Wormtail, that you were craving more dangerous assignments,"" said Snape silkily."
Book_Half_Blood_Prince,Slytherin,Book_Snape,"""Of course you can,"" said Snape, sneering."
Book_Half_Blood_Prince,Slytherin,Book_Snape,"My apologies,"" said Snape."
Book_Half_Blood_Prince,Slytherin,Book_Snape,"Well, continue, Bellatrix,"" said Snape."
Book_Half_Blood_Prince,Slytherin,Book_Snape,"""Yes, indeed, most admirable,"" said Snape in a bored voice."
Book_Half_Blood_Prince,Slytherin,Book_Snape,"""Not quite,"" said Snape calmly."
Book_Half_Blood_Prince,Slytherin,Book_Snape,"""Hardly,"" said Snape, ""although the Dark Lord is pleased that I never deserted my post: I had sixteen years of information on Dumbledore to give him when he returned, a rather more useful welcome-back present than endless reminiscences of how unpleasant Azkaban is."
Book_Half_Blood_Prince,Slytherin,Book_Snape,"""But you stayed —""""Yes, Bellatrix, I stayed,"" said Snape, betraying a hint of impatience for the first time."
Book_Half_Blood_Prince,Slytherin,Book_Snape,"""My information has been conveyed directly to the Dark Lord,"" said Snape."
Book_Half_Blood_Prince,Slytherin,Book_Snape,"There is no point apportioning blame,"" said Snape smoothly."
Book_Half_Blood_Prince,Slytherin,Book_Snape,"""My orders were to remain behind,"" said Snape."
Book_Half_Blood_Prince,Slytherin,Book_Snape,"""I have played my part well,"" said Snape."
Book_Half_Blood_Prince,Slytherin,Book_Snape,"But —""""If he has forbidden it, you ought not to speak,"" said Snape at once."
Book_Half_Blood_Prince,Slytherin,Book_Snape,"""Certainly,"" said Snape."
Book_Half_Blood_Prince,Slytherin,Book_Snape,"""If Draco succeeds,"" said Snape, still looking away from her, ""he will be honored above all others."""
Book_Half_Blood_Prince,Slytherin,Book_Snape,"""The Dark Lord will not be persuaded, and I am not stupid enough to attempt it,"" said Snape flatly."
Book_Half_Blood_Prince,Slytherin,Book_Snape,"You will need your wand, Bellatrix,"" said Snape coldly."
Book_Half_Blood_Prince,Slytherin,Book_Snape,"""I will,"" said Snape."
Book_Half_Blood_Prince,Slytherin,Book_Snape,"""I will,"" said Snape."
Book_Half_Blood_Prince,Slytherin,Book_Snape,"Well, well, well,"" sneered Snape, taking out his wand and tapping the padlock once, so that the chains snaked backward and the gates creaked open."
Book_Half_Blood_Prince,Slytherin,Book_Snape,"And incidentally,"" said Snape, standing back to allow Harry to pass him, ""I was interested to see your new Patronus."""
Book_Half_Blood_Prince,Slytherin,Book_Snape,"I think you were better off with the old one,"" said Snape, the malice in his voice unmistakable."
Book_Half_Blood_Prince,Slytherin,Book_Snape,"“Fifty points from Gryffindor for lateness, I think,"" said Snape."
Book_Half_Blood_Prince,Slytherin,Book_Snape,"I have not asked you to take out your books,"" said Snape, closing the door and moving to face the class from behind his desk; Hermione hastily dropped her copy of Confronting the Faceless back into her bag and stowed it under her chair."
Book_Half_Blood_Prince,Slytherin,Book_Snape,"The Dark Arts,"" said Snape, ""are many, varied, ever-changing, and eternal."
Book_Half_Blood_Prince,Slytherin,Book_Snape,"Your defenses,"" said Snape, a little louder, ""must therefore be as flexible and inventive as rhe arts you seek to undo."
Book_Half_Blood_Prince,Slytherin,Book_Snape,"""The Dark Lord has used Inferi in the past,"" said Snape, ""which means you would be well-advised to assume he might use them again."
Book_Half_Blood_Prince,Slytherin,Book_Snape,"""An answer copied almost word for word from The Standard Book of Spells, Grade Six,"" said Snape dismissively (over in the corner, Malfoy sniggered), ""but correct in essentials."
Book_Half_Blood_Prince,Slytherin,Book_Snape,"Pathetic, Weasley,"" said Snape, after a while."
Book_Half_Blood_Prince,Slytherin,Book_Snape,"Detention, Saturday night, my office,"" said Snape."
Book_Half_Blood_Prince,Slytherin,Book_Snape,"  ""I'd like a word with you, Draco,"" said Snape suddenly."
Book_Half_Blood_Prince,Slytherin,Book_Snape,"  ""Now , Severus,"" said Slughorn, hiccuping again, ""it's Christ mas, do n't be too hard —""   ""I am his Head of House, and I shall decide how hard, or other-wise, to be,"" said Snape curtly."
Book_Half_Blood_Prince,Slytherin,Book_Snape,"   ""Listen to me,"" said Snape, his voice so low now that Harry had to push his ear very hard against the keyhole to hear."
Book_Half_Blood_Prince,Slytherin,Book_Snape,"  ""Late again, Potter,"" said Snape coldly, as Harry hurried into the candlelit classroom."
Book_Half_Blood_Prince,Slytherin,Book_Snape,"  ""Before we start, I want your dementor essays,"" said Snape, wav-ing his wand carelessly, so that twenty-five scrolls of parchment soared into the air and landed in a neat pile on his desk."
Book_Half_Blood_Prince,Slytherin,Book_Snape,"Because there was something in the paper about an Inferius —""   ""No, there wasn't,"" said Snape in a bored voice."
Book_Half_Blood_Prince,Slytherin,Book_Snape,"""Shouldn't he be upset Mun-dungus has been arrest —""   ""But Potter seems to have a lot to say on the subject,"" said Snape, pointing suddenly at the back of the room, his black eyes fixed on Harry."
Book_Half_Blood_Prince,Slytherin,Book_Snape,"  ""Oh, very good,"" interrupted Snape, his lip curling."
Book_Half_Blood_Prince,Slytherin,Book_Snape,"So they'd be solid —""   ""A five-year-old could have told us as much,"" sneered Snape."
Book_Half_Blood_Prince,Slytherin,Book_Snape,"  ""Another ten points from Gryffindor,"" said Snape."
Book_Half_Blood_Prince,Slytherin,Book_Snape,"""Now open your books to page two hundred and thirteen,"" said Snape, smirking a little, ""and read the first two paragraphs on the Cruciatus Curse."""
Book_Half_Blood_Prince,Slytherin,Book_Snape,"""I can't remember what it was call —"" ""Liar,"" said Snape."
Book_Half_Blood_Prince,Slytherin,Book_Snape,"He stared into Snape's black eyes, hoping against hope that Snape had not seen what he feared, but — ""Bring me your schoolbag,"" said Snape softly, ""and all of your schoolbooks."
Book_Half_Blood_Prince,Slytherin,Book_Snape,"""I understand what a nickname is,"" said Snape."
Book_Half_Blood_Prince,Slytherin,Book_Snape,"""Well, we shall see how you feel after your detentions,"" said Snape."
Book_Half_Blood_Prince,Slytherin,Book_Snape," ""Ten o'clock,"" whispered Snape, with a smile that showed his yellow teeth."
Book_Half_Blood_Prince,Slytherin,Book_Snape,"""Ah, Potter,"" said Snape, when Harry had knocked on his door and entered the unpleasantly familiar office that Snape, despite teaching floors above now, had not vacated; it was as dimly lit as ever and the same slimy dead objects were suspended in colored potions all around the walls."
Book_Half_Blood_Prince,Slytherin,Book_Snape,"""Mr. Filch has been looking for someone to clear out these old files,"" said Snape softly."
Book_Half_Blood_Prince,Slytherin,Book_Snape,"""I thought you could start,"" said Snape, a malicious smile on his lips, ""with boxes one thousand and twelve to one thousand and fifty-six."
Book_Half_Blood_Prince,Slytherin,Book_Snape,"Out of here, quickly,"" said Snape."
Book_Half_Blood_Prince,Slytherin,Book_Snape,"""Kill me like you killed him, you coward -""""DON'T -"" screamed Snape, and his face was suddenly demented, inhuman, as though he was in as much pain as the yelping, howling dog stuck in the burning house behind them - ""CALL ME COWARD!"""
Book_Half_Blood_Prince,Slytherin,Book_Snape,"What musta happened was, Dumbledore musta told Snape ter go with them Death Eaters,"" Hagrid said confidently."
Book_Half_Blood_Prince,Slytherin,Book_Snape,"""But you said —""""Professor Snape, meanwhile,"" said Dumbledore, raising voice so that it carried over all the muttering, ""will be taking the position of Defense Against the Dark Arts teacher."""
Book_Half_Blood_Prince,Hufflepuff,Book_Sprout,"   ""Oh, I quite agree,"" said Professor Sprout warmly."
Book_Half_Blood_Prince,Hufflepuff,Book_Sprout,"""I am sure Dumbledore would have wanted the school to remain open,"" said Professor Sprout."
Book_Half_Blood_Prince,Hufflepuff,Book_Sprout,"Absolutely,"" said Professor Sprout."""
Book_Half_Blood_Prince,Hufflepuff,Book_Sprout,"""Seconded,"" barked Professor Sprout."
Book_Half_Blood_Prince,Ravenclaw,Book_Terry,"said Terry Boot eagerly."""
Book_Half_Blood_Prince,No Entry,Book_Tom,"He was called Tom Riddle too, they've told me."""
Book_Half_Blood_Prince,Hufflepuff,Book_Tonks,"""No, no, I need to get going,"" said Tonks, not meeting Dumbledore's eyes."
Book_Half_Blood_Prince,Hufflepuff,Book_Tonks,"“You'd better put that cloak back on, and we can walk up to the school,"" said Tonks, still unsmiling."
Book_Half_Blood_Prince,Hufflepuff,Book_Tonks,"""I'm stationed in Hogsmeade now, to give the school extra protection,"" said Tonks."""
Book_Half_Blood_Prince,Hufflepuff,Book_Tonks,"he said confidently, pointing his wand at the padlock, but nothing happened.“That won't work on these,"" said Tonks."
Book_Half_Blood_Prince,Hufflepuff,Book_Tonks,"Harry looked around, I could climb a wall,"" he suggested.“No, you couldn't,"" said Tonks flatly."
Book_Half_Blood_Prince,Hufflepuff,Book_Tonks," “Well then,” said Harry, starting to feel annoyed at her lack of helpfulness, “I suppose I'll just have to sleep out here and wait for morning.”“Someone's coming down for you,"" said Tonks, ""Look."""
Book_Half_Blood_Prince,Hufflepuff,Book_Tonks,"""I meant Hagrid to get the message,"" said Tonks, frowning."""
Book_Half_Blood_Prince,Hufflepuff,Book_Tonks," ""Yes, but still,"" said Tonks, who seemed perfectly untroubled by this piece of information."
Book_Half_Blood_Prince,Hufflepuff,Book_Tonks,"  ""I came to see Dumbledore,"" said Tonks."
Book_Half_Blood_Prince,Hufflepuff,Book_Tonks,"  ""His office isn't here,"" said Harry, ""it's round the other side of the castle, behind the gargoyle —""  ""I know,"" said Tonks."
Book_Half_Blood_Prince,Hufflepuff,Book_Tonks,"   ""No,"" said Tonks."
Book_Half_Blood_Prince,Hufflepuff,Book_Tonks,"  ""Nothing in particular,"" said Tonks, picking, apparently uncon-sciously, at the sleeve of her robe."
Book_Half_Blood_Prince,Hufflepuff,Book_Tonks,"""That lit-tle kid trying to kill his —""   ""The Prophet's often behind the times,"" said Tonks, who didn't seem to be listening to him."
Book_Half_Blood_Prince,Hufflepuff,Book_Tonks,"""I'd love to know what Snape told him to convince him,"" said Tonks."""
Book_Half_Blood_Prince,Hufflepuff,Book_Tonks,"""We were in trouble, we were losing,"" said Tonks in a low voice."
Book_Half_Blood_Prince,Hufflepuff,Book_Tonks,"""And then Snape was there,"" said Tonks, ""and then he wasn't -""""I saw him running toward us, but that huge Death Eaters jinx just missed me right afterward and I ducked and lost track of things,"" said Ginny."""
Book_Half_Blood_Prince,Hufflepuff,Book_Tonks,"""We all ran forward - those of us who were still standing anyway - and then Snape and the boy emerged out of the dust - obviously, none of us attacked them -""""We just let them pass,"" said Tonks in a hollow voice."
Book_Half_Blood_Prince,Ravenclaw,Book_Trelawney,"He and Professor Trelawney are dividing classes between them this year,"" said Professor McGonagall, a hint of disapproval in her voice; it was common knowledge that she despised the subject of Divination."
Book_Half_Blood_Prince,Ravenclaw,Book_Trelawney,"  ""Good evening, my dear,"" said Professor Trelawney, focusing upon Luna with some difficulty."
Book_Half_Blood_Prince,Ravenclaw,Book_Trelawney,"  ""Oh, of course,"" said Professor Trelawney with an angry, drunken titter."
Book_Half_Blood_Prince,Ravenclaw,Book_Trelawney,"   ""My dear Sybill,"" said Dumbledore in a slightly exasperated voice, ""there is no question of throwing you unceremoniously from anywhere, but Harry does have an appointment, and I really don't think there is any more to be said —""   ""Very well,"" said Professor Trelawney, in a deeply wounded voice."
Book_Half_Blood_Prince,No Entry,Book_Uncle,"said Uncle Vernon greedily, his small eyes narrowing, but nobody answered him."""
Book_Half_Blood_Prince,Slytherin,Book_Voldemort," “Dumbledore mentioned Voldemort at all?"""
Book_Half_Blood_Prince,Slytherin,Book_Voldemort,"  ""Mr. Burke would like to make an improved offer for the goblin-made armor,"" said Voldemort."
Book_Half_Blood_Prince,Slytherin,Book_Voldemort,"  ""I am ordered here because of them,"" said Voldemort quietly."
