Movie,Character,House,Dialogue
Chamber_of_secrets,Movie_Hermione,Gryffindor," Oh, it’s so good to see you!"
Chamber_of_secrets,Movie_Hermione,Gryffindor, What did you do to your glasses? Oculus reparo.
Chamber_of_secrets,Movie_Hermione,Gryffindor, Ok! Bye!
Chamber_of_secrets,Movie_Hermione,Gryffindor, Come on! Everyone’s been so worried.
Chamber_of_secrets,Movie_Hermione,Gryffindor, Fear of a name only increase fear of the thing itself.
Chamber_of_secrets,Movie_Hermione,Gryffindor," Mandrake, or Mandragora, is used to return those who have been Petrified to their original state. It’s also quite dangerous. The Mandrake’s cry is fatal to anyone who hears it."
Chamber_of_secrets,Movie_Hermione,Gryffindor, Get off me!
Chamber_of_secrets,Movie_Hermione,Gryffindor, Immobulus!
Chamber_of_secrets,Movie_Hermione,Gryffindor, At least no one on the Gryffindor team had to buy their way in. They got it on pure talent.
Chamber_of_secrets,Movie_Hermione,Gryffindor," You okay, Ron? Say something!"
Chamber_of_secrets,Movie_Hermione,Gryffindor, He called me a Mudblood.
Chamber_of_secrets,Movie_Hermione,Gryffindor, It means “dirty blood.” Mudblood’s a really foul name for someone who is Muggle-born. Someone with non-magic parents. Someone like me. It’s not a term one usually hears in civilized conversation.
Chamber_of_secrets,Movie_Hermione,Gryffindor, Harry!
Chamber_of_secrets,Movie_Hermione,Gryffindor, Voice? What voice?
Chamber_of_secrets,Movie_Hermione,Gryffindor," Harry, wait! Not so fast!"
Chamber_of_secrets,Movie_Hermione,Gryffindor, ‘The Chamber of Secrets has been opened… enemies the heir… beware.’ It’s written in blood.
Chamber_of_secrets,Movie_Hermione,Gryffindor," That’s why Ron and I went looking for him, Professor. We’d just found him when he said…"
Chamber_of_secrets,Movie_Hermione,Gryffindor," It’s a bit strange, isn’t it?"
Chamber_of_secrets,Movie_Hermione,Gryffindor," You hear this voice, a voice only you can hear, and then Mrs. Norris turns up Petrified. It’s just… strange."
Chamber_of_secrets,Movie_Hermione,Gryffindor," No, Harry. Even in the wizarding world, hearing voices isn’t a good sign."
Chamber_of_secrets,Movie_Hermione,Gryffindor," Professor, I was wondering if you could tell us about…the Chamber of Secrets?"
Chamber_of_secrets,Movie_Hermione,Gryffindor, Muggle-borns.
Chamber_of_secrets,Movie_Hermione,Gryffindor, Professor? What exactly does legend tell us lies within the Chamber?
Chamber_of_secrets,Movie_Hermione,Gryffindor, Yes. Couldn’t you tell? McGonagall’s worried. All the teachers are.
Chamber_of_secrets,Movie_Hermione,Gryffindor," The Heir of Slytherin has returned to Hogwarts. The question is, who is it?"
Chamber_of_secrets,Movie_Hermione,Gryffindor, If you’re talking about Malfoy.
Chamber_of_secrets,Movie_Hermione,Gryffindor," I heard him. But Malfoy, the Heir of Slytherin?"
Chamber_of_secrets,Movie_Hermione,Gryffindor," Even they aren’t that thick. But there might be another way. Mind you, it would be difficult. Not to mention, we would be breaking about fifty school rules. And, it’ll be dangerous. Very dangerous."
Chamber_of_secrets,Movie_Hermione,Gryffindor," Here it is. ‘The Polyjuice Potion.’ (Reading from Moste Potente Potions) ‘Properly brewed, the Polyjuice Potion allows the drinker to transform himself temporarily into the physical form of another.’ RON Do you mean, if Harry and I drink that stuff, we’ll turn into Crabbe and Goyle?"
Chamber_of_secrets,Movie_Hermione,Gryffindor, Yes.
Chamber_of_secrets,Movie_Hermione,Gryffindor, Exactly. But it’s tricky. I’ve never seen a more complicated potion.
Chamber_of_secrets,Movie_Hermione,Gryffindor, A month.
Chamber_of_secrets,Movie_Hermione,Gryffindor, I know. But it’s the only plan we’ve got.
Chamber_of_secrets,Movie_Hermione,Gryffindor, No! Even with a proper wand it’s too risky. You could hit Harry!
Chamber_of_secrets,Movie_Hermione,Gryffindor, Let’s go.
Chamber_of_secrets,Movie_Hermione,Gryffindor, Finite incantatem!
Chamber_of_secrets,Movie_Hermione,Gryffindor, Are you okay?
Chamber_of_secrets,Movie_Hermione,Gryffindor," You will be able to, won’t you?"
Chamber_of_secrets,Movie_Hermione,Gryffindor, Again? You mean the Chamber of Secrets has been opened before? RON Of course. Don’t you see? Lucius Malfoy must have opened it when he was at school here. And now he’s taught Draco how to do it.
Chamber_of_secrets,Movie_Hermione,Gryffindor, Maybe. We’ll have to wait for the Polyjuice Potion to know for sure.
Chamber_of_secrets,Movie_Hermione,Gryffindor, Heh… No. No one ever comes in here.
Chamber_of_secrets,Movie_Hermione,Gryffindor, Moaning Myrtle.
Chamber_of_secrets,Movie_Hermione,Gryffindor, Moaning Myrtle.
Chamber_of_secrets,Movie_Hermione,Gryffindor, She’s a little sensitive.
Chamber_of_secrets,Movie_Hermione,Gryffindor, Do you think he’s all right?
Chamber_of_secrets,Movie_Hermione,Gryffindor, Oh!
Chamber_of_secrets,Movie_Hermione,Gryffindor, You can talk to snakes.
Chamber_of_secrets,Movie_Hermione,Gryffindor," No, they can’t. It’s not a very common gift, Harry. This is bad."
Chamber_of_secrets,Movie_Hermione,Gryffindor," I don’t know, Harry, but it sounded like you were egging the snake on, or something. Harry, listen to me. There’s a reason the symbol of Slytherin House is a serpent. Salazar Slytherin was a Parselmouth. He could talk to snakes, too."
Chamber_of_secrets,Movie_Hermione,Gryffindor," He lived a thousand years ago; for all we know, you could be."
Chamber_of_secrets,Movie_Hermione,Gryffindor, Everything’s set. We just need a bit of who you’re changing into. HARRY Crabbe and Goyle.
Chamber_of_secrets,Movie_Hermione,Gryffindor, We also need to make sure that the real Crabbe and Goyle can’t burst in on us while we’re interrogating Malfoy.
Chamber_of_secrets,Movie_Hermione,Gryffindor," I’ve got it all worked out. I filled these with a simple Sleeping Draught. Simple, but powerful. Now, once they’re asleep hide them in the broomstick cupboard and pull out a few of their hairs, and put on their uniforms."
Chamber_of_secrets,Movie_Hermione,Gryffindor, I’ve already got mine. Millicent Bulstrode– Slytherin- I got this off her robes. I’m going to go check on the Polyjuice Potion. Make sure that Crabbe and Goyle find these.
Chamber_of_secrets,Movie_Hermione,Gryffindor, We’ll have exactly one hour before we change back into ourselves… Add the hairs.
Chamber_of_secrets,Movie_Hermione,Gryffindor, Cheers!
Chamber_of_secrets,Movie_Hermione,Gryffindor, Me too.
Chamber_of_secrets,Movie_Hermione,Gryffindor, I- I don’t think I’m going. You go on without me!
Chamber_of_secrets,Movie_Hermione,Gryffindor, Just go. You’re wasting time!
Chamber_of_secrets,Movie_Hermione,Gryffindor, Go away!
Chamber_of_secrets,Movie_Hermione,Gryffindor, Do you remember me telling you that the Polyjuice Potion was only for human transformations? It was cat’s hair I plucked off Millicent Bulstrode’s robes. Look at my face.
Chamber_of_secrets,Movie_Hermione,Gryffindor, It can’t be Hagrid. It just can’t be.
Chamber_of_secrets,Movie_Hermione,Gryffindor, Look. Hagrid’s our friend. Why don’t we just go and ask him about it?
Chamber_of_secrets,Movie_Hermione,Gryffindor, It had to be a Gryffindor. Nobody else knows our password- unless it wasn’t a student.
Chamber_of_secrets,Movie_Hermione,Gryffindor," Thanks, Sir Nicholas!"
Chamber_of_secrets,Movie_Hermione,Gryffindor, It’s good to be back! Congratulations! I can’t believe you solved it!
Chamber_of_secrets,Movie_Hermione,Gryffindor, Thanks.
Chamber_of_secrets,Movie_Hermione,Gryffindor," Oh, no!"
Chamber_of_secrets,Movie_Justin Finch-Fletchley,Hufflepuff, What are you playing at?
Chamber_of_secrets,Movie_Lee Jordan,Gryffindor, Another goal for Slytherin! They lead Gryffindor ninety to thirty!
Chamber_of_secrets,Movie_Lee Jordan,Gryffindor, Harry Potter has caught the Snitch! Gryffindor wins!
Chamber_of_secrets,Movie_Lucius Malfoy,Slytherin," Now, now Draco, play nicely. Mr. Potter… Lucius Malfoy. We meet at last. Forgive me, your scar is legend, as, of course, is the wizard who gave it to you."
Chamber_of_secrets,Movie_Lucius Malfoy,Slytherin," Hmm. You must be very brave, to mention his name…or very foolish."
Chamber_of_secrets,Movie_Lucius Malfoy,Slytherin," And you must be… Miss Granger. Yes, Draco’s told me all about you, and your parents. Muggles, aren’t they? Let me see…red hair… vacant expressions… tatty second hand book. You must be the Weasleys."
Chamber_of_secrets,Movie_Lucius Malfoy,Slytherin," Well, well, well. Weasley senior."
Chamber_of_secrets,Movie_Lucius Malfoy,Slytherin," Busy time at the Ministry, Arthur, all those extra raids? I do hope they’re paying you overtime, but judging by the state of this, I’d say not. What’s the use in being a disgrace to the name of wizard if they don’t even pay you well for it."
Chamber_of_secrets,Movie_Lucius Malfoy,Slytherin, Clearly. Associating with Muggles… and I thought your family could sink no lower. I’ll see you at work. DRACO See you at school.
Chamber_of_secrets,Movie_Lucius Malfoy,Slytherin," Already here, Fudge? Good…"
Chamber_of_secrets,Movie_Lucius Malfoy,Slytherin," Believe me, I take absolutely no pleasure being inside your-- you call this a house? Huh! No. I simply called at the school, and was told the headmaster was here."
Chamber_of_secrets,Movie_Lucius Malfoy,Slytherin," The other governors and I have decided it’s time for you to step aside. This is an order of suspension. You’ll find all twelve signatures on it. I’m afraid we feel you’ve rather lost your touch. Well, what, with all these attacks, there’ll be no Muggle-borns left at Hogwarts. I can only imagine what an awful loss that would be to the school."
Chamber_of_secrets,Movie_Lucius Malfoy,Slytherin, You think so?
Chamber_of_secrets,Movie_Lucius Malfoy,Slytherin, Admirable sentiments. Shall we? Fudge!
Chamber_of_secrets,Movie_Lucius Malfoy,Slytherin," I’ll deal with you later. Out of my way, Potter! So, it’s true-- you have returned!"
Chamber_of_secrets,Movie_Lucius Malfoy,Slytherin, Ridiculous!
Chamber_of_secrets,Movie_Lucius Malfoy,Slytherin, How dare you?!
Chamber_of_secrets,Movie_Lucius Malfoy,Slytherin," My sole concern has always been, and will always be, the welfare of this school and, of course, its students. The culprit has been identified, I presume?"
Chamber_of_secrets,Movie_Lucius Malfoy,Slytherin, And? Who was it?
Chamber_of_secrets,Movie_Lucius Malfoy,Slytherin, Ah!
Chamber_of_secrets,Movie_Lucius Malfoy,Slytherin, I see.
Chamber_of_secrets,Movie_Lucius Malfoy,Slytherin," Well, let us hope that Mr. Potter will always be around to save the day."
Chamber_of_secrets,Movie_Lucius Malfoy,Slytherin," Dumbledore. Come, Dobby. We’re leaving."
Chamber_of_secrets,Movie_Lucius Malfoy,Slytherin, Mine? I don’t know what you’re talking about.
Chamber_of_secrets,Movie_Lucius Malfoy,Slytherin," You do, do you? Why don’t you prove it? Come, Dobby. Dobby!"
Chamber_of_secrets,Movie_Lucius Malfoy,Slytherin, Dobby?
Chamber_of_secrets,Movie_Lucius Malfoy,Slytherin, What? I didn’t give. DOBBY Master has presented Dobby with clothes! Dobby is free!
Chamber_of_secrets,Movie_Lucius Malfoy,Slytherin, You’ve lost me my servant!
Chamber_of_secrets,Movie_Lucius Malfoy,Slytherin, Advada.
Chamber_of_secrets,Movie_Lucius Malfoy,Slytherin," Your parents were meddlesome fools, too. You mark my words, Potter, one day soon you are going to meet the same sticky end!"
Chamber_of_secrets,Movie_Madame Pomfrey,Hufflepuff, Oh!
Chamber_of_secrets,Movie_Madame Pomfrey,Hufflepuff," Oh, Mr. Malfoy, stop making such a fuss, you can go. Out of my way. Out of my way! Should’ve been brought straight to me. I can mend bones in a heartbeat- but growing them back…"
Chamber_of_secrets,Movie_Madame Pomfrey,Hufflepuff," Oh, I’ll be able to, certainly. But it’ll be painful. You’re in for a rough night, Potter. Regrowing bones is a nasty business."
Chamber_of_secrets,Movie_Madame Pomfrey,Hufflepuff," Well, what do you expect? Pumpkin juice?"
Chamber_of_secrets,Movie_Madame Pomfrey,Hufflepuff, Put him here. What happened?
Chamber_of_secrets,Movie_Madame Pomfrey,Hufflepuff," Who is it that the monster’s taken, Minerva?"
Chamber_of_secrets,Movie_Marcus Flint,Slytherin, Quidditch practice.
Chamber_of_secrets,Movie_Marcus Flint,Slytherin," Easy, Wood. I’ve got a note."
Chamber_of_secrets,Movie_Marcus Flint,Slytherin, A gift from Draco’s father.
Chamber_of_secrets,Movie_Marcus Flint,Slytherin, Yeah! Yeah!
Chamber_of_secrets,Movie_Moaning Myrtle,Ravenclaw," I’m Moaning Myrtle! I wouldn’t expect you to know me! Who would ever talk about ugly, miserable, moping Moaning Myrtle? Huh…aaaah!"
Chamber_of_secrets,Movie_Moaning Myrtle,Ravenclaw," Ahh! Wait till you see. It’s awful! He- ha, ha, he- hee!"
Chamber_of_secrets,Movie_Moaning Myrtle,Ravenclaw, Aaah!
Chamber_of_secrets,Movie_Moaning Myrtle,Ravenclaw," Hee, ha, ha!"
Chamber_of_secrets,Movie_Moaning Myrtle,Ravenclaw," Ha, ha, ha!"
Chamber_of_secrets,Movie_Moaning Myrtle,Ravenclaw," Oooh, oooh, ooooh, huh– huh. Come to throw something else at me?"
Chamber_of_secrets,Movie_Moaning Myrtle,Ravenclaw," Don’t ask me! Here I am, minding my own business, and someone thinks it’s funny to throw a book at me."
Chamber_of_secrets,Movie_Moaning Myrtle,Ravenclaw, Sure! Let’s all throw books at Myrtle because she can’t feel it! Ten points if you get through her stomach! Fifty points if it goes through her head!
Chamber_of_secrets,Movie_Moaning Myrtle,Ravenclaw," I don’t know, I didn’t see them. I was just sitting in the Ubend thinking about death - aah - and it fell through the top of my head. Uhhuh. Whoo-oooh-whoooo…"
Chamber_of_secrets,Movie_Moaning Myrtle,Ravenclaw," Oh! Who’s there? Oh! Hello, Harry! Ron. What do you want?"
Chamber_of_secrets,Movie_Moaning Myrtle,Ravenclaw," Oh! It was dreadful. It happened right here in this very cubicle. I’d hidden because Olive Hornby was teasing me about my glasses. I was crying, and then I heard somebody come in."
Chamber_of_secrets,Movie_Moaning Myrtle,Ravenclaw," I don’t know. I was Distraught! Huhh-huh…But they said something funny, a kind of made up language. And I realized it was a boy speaking, so I unlocked the door to tell him to go away and… I died. HARRY Just like that? How?"
Chamber_of_secrets,Movie_Moaning Myrtle,Ravenclaw," I just remember seeing a pair of great big yellow eyes…over there, by that sink. Ohhhhooo…"
Chamber_of_secrets,Movie_Moaning Myrtle,Ravenclaw," Oh, Harry? If you die down there, you’re welcome to share my toilet. Hee, hee."
Chamber_of_secrets,Movie_Mrs. Weasley,Gryffindor," Where have you been? Harry, how wonderful to see you dear. Beds empty! No note! Car gone! You could have died! You could have been seen! Of course, I don’t blame you, Harry dear."
Chamber_of_secrets,Movie_Mrs. Weasley,Gryffindor," Well, you’d best hope that I don’t put bars on your window, Ronald Weasley! Come on Harry, time for a spot of breakfast. Here we are Harry. Now tuck in! That’s it. There we go."
Chamber_of_secrets,Movie_Mrs. Weasley,Gryffindor, Yes dear. It was on the cat.
Chamber_of_secrets,Movie_Mrs. Weasley,Gryffindor, Morning Arthur!
Chamber_of_secrets,Movie_Mrs. Weasley,Gryffindor, This morning. Your sons flew that enchanted car of yours to Surrey and back last night.
Chamber_of_secrets,Movie_Mrs. Weasley,Gryffindor, Arthur!
Chamber_of_secrets,Movie_Mrs. Weasley,Gryffindor," Well, that’ll be Errol with the post. Oh, fetch it will you Percy, please?"
Chamber_of_secrets,Movie_Mrs. Weasley,Gryffindor," Oh, no."
Chamber_of_secrets,Movie_Mrs. Weasley,Gryffindor, We’ll manage. There’s only one place we’re going to get all of this. Diagon Alley.
Chamber_of_secrets,Movie_Mrs. Weasley,Gryffindor," Right. Here we are Harry, you go first dear."
Chamber_of_secrets,Movie_Mrs. Weasley,Gryffindor," Oh, well you go first Ron, so that Harry can see how it’s done. Yes. In you go… That’s it."
Chamber_of_secrets,Movie_Mrs. Weasley,Gryffindor," You see? It’s quite easy, dear. Don’t be afraid. Come on. Come on. In you go. That’s it, mind your head. That’s right. Now take your Floo powder. That’s it, very good. Now, don’t forget to speak very, very clearly."
Chamber_of_secrets,Movie_Mrs. Weasley,Gryffindor," What did he say, dear?"
Chamber_of_secrets,Movie_Mrs. Weasley,Gryffindor, I thought he did.
Chamber_of_secrets,Movie_Mrs. Weasley,Gryffindor," Oh, Harry! Thank goodness! We’d hoped you’d only gone one grate too far…"
Chamber_of_secrets,Movie_Mrs. Weasley,Gryffindor, Ah! Here he is!
Chamber_of_secrets,Movie_Mrs. Weasley,Gryffindor," Harry, now you give me those, and I’ll get them signed. All of you wait outside. That’s it, Ron."
Chamber_of_secrets,Movie_Mrs. Weasley,Gryffindor, The train will be leaving any moment!
Chamber_of_secrets,Movie_Mrs. Weasley,Gryffindor, Okay.
Chamber_of_secrets,Movie_Mrs. Weasley,Gryffindor," Come on, Ginny, we’ll get you a seat. Hurry!"
Chamber_of_secrets,Movie_Mrs. Weasley,Gryffindor," RONALD WEASLEY! HOW DARE YOU STEAL THAT CAR! I AM ABSOLUTLEY DISGUSTED! YOUR FATHER’S NOW FACING AN INQUIRY AT WORK, AND IT’S ENTIRELY YOUR FAULT! IF YOU PUT ANOTHER TOE OUT OF LINE, WE’LL BRING YOU STRAIGHT HOME! Oh, and Ginny, dear, congratulations on making Gryffindor. Your father and I are so proud. Thhhhbt!"
Chamber_of_secrets,Movie_Neville,Gryffindor, Uhh…
Chamber_of_secrets,Movie_Neville,Gryffindor," Go on, Ron. I ignored one from my gran once. It was horrible."
Chamber_of_secrets,Movie_Neville,Gryffindor, Ah! Aaah! Aaah! Aah- aah!
Chamber_of_secrets,Movie_Neville,Gryffindor," Hey, get me down!"
Chamber_of_secrets,Movie_Neville,Gryffindor, Why is it always me?
Chamber_of_secrets,Movie_Neville,Gryffindor," Harry- I don’t know who did it, but you’d better come! Come on!"
Chamber_of_secrets,Movie_Neville,Gryffindor, Harry- it’s Hermione!
Chamber_of_secrets,Movie_Percy,Gryffindor, Errol…
Chamber_of_secrets,Movie_Percy,Gryffindor," Oh look, it’s our Hogwarts letters. And they’ve sent us Harry’s as well."
Chamber_of_secrets,Movie_Percy,Gryffindor," Hello, Sir Nicholas!"
Chamber_of_secrets,Movie_Percy,Gryffindor, Excuse me.
Chamber_of_secrets,Movie_Percy,Gryffindor," I happen to be a school prefect. You, on the other hand, have no business wandering the corridors at this time of night. What are your names again?"
Chamber_of_secrets,Movie_Percy,Gryffindor," Mind your attitude, Malfoy."
Chamber_of_secrets,Movie_Professor Lockhart,Ravenclaw, It can’t be- Harry Potter?
Chamber_of_secrets,Movie_Professor Lockhart,Ravenclaw," Nice big smile, Harry. Together you and I rate the front page! Ladies and gentlemen, what an extraordinary moment this is. When young Harry stepped into Flourish and Blotts this morning to purchase my autobiography, Magical Me,… which, incidentally is currently celebrating its 27th week atop the Daily Prophet bestseller list, he had no idea that he would, in fact, be leaving… with my entire collected works, free of charge. Now, ladies?"
Chamber_of_secrets,Movie_Professor Lockhart,Ravenclaw," Let me introduce you to your new Defense Against the Dark Arts teacher… me! Gilderoy Lockhart, Order of Merlin, Third Class, Honorary Member of the Dark Force Defense League, and five-times winner of Witch Weekly’s Most-Charming-Smile Award- but I don’t talk about that. I didn’t get rid of the Bandon Banshee by smiling at him. Huh, huh, huh… hee, hee… Now- be warned! It is my job to arm you against the foulest creatures known to wizardkind. You may find yourselves facing your worst fears in this room. Know only that no harm can befall you whilst I am here. I must ask you not to scream. It might… provoke them!"
Chamber_of_secrets,Movie_Professor Lockhart,Ravenclaw, Freshly caught Cornish pixies!
Chamber_of_secrets,Movie_Professor Lockhart,Ravenclaw," Laugh if you will, Mr. Finnigan, but pixies can be devilish tricky little blighters. Let’s see what you make of them, ha! Come on now- round them up, round them up, they’re only pixies! PIXIE Just stay there!"
Chamber_of_secrets,Movie_Professor Lockhart,Ravenclaw, Peskipiksi pesternomi!
Chamber_of_secrets,Movie_Professor Lockhart,Ravenclaw, I’ll ask you three to just nip the rest of them back into their cage!
Chamber_of_secrets,Movie_Professor Lockhart,Ravenclaw," Harry, Harry, Harry… Can you possibly imagine a better way to serve detention than by helping me to answer my fan mail?"
Chamber_of_secrets,Movie_Professor Lockhart,Ravenclaw," Fame is a fickle friend, Harry. Celebrity is as celebrity does. Remember that."
Chamber_of_secrets,Movie_Professor Lockhart,Ravenclaw, Sorry?
Chamber_of_secrets,Movie_Professor Lockhart,Ravenclaw, Voice?
Chamber_of_secrets,Movie_Professor Lockhart,Ravenclaw," What are you talking about, Harry? I think we’re getting a bit a- drowsy. And, Great Scott- no wonder! Look at the time! We’ve been here nearly four hours! Spooky how the time flies when one’s having fun. Heh, heh."
Chamber_of_secrets,Movie_Professor Lockhart,Ravenclaw," Ah, thought so. So unlucky I wasn’t there. I know exactly the counter curse that could have spared her."
Chamber_of_secrets,Movie_Professor Lockhart,Ravenclaw," I’m afraid that’s my doing, Severus. You see, Harry was helping me answer my fan mail."
Chamber_of_secrets,Movie_Professor Lockhart,Ravenclaw," Not to worry, Harry. I will fix that arm of yours straight away."
Chamber_of_secrets,Movie_Professor Lockhart,Ravenclaw," Oh, poor boy doesn’t know what he’s saying. Now, this… won’t hurt a bit. Brackium emendo!"
Chamber_of_secrets,Movie_Professor Lockhart,Ravenclaw," Ah, yes, well, ha, that can sometimes happen, um, butuh, the point is, uh,…"
Chamber_of_secrets,Movie_Professor Lockhart,Ravenclaw," …you can no longer feel any pain, and, heh- very clearly, the bones are not broken."
Chamber_of_secrets,Movie_Professor Lockhart,Ravenclaw," Much more flexible, though."
Chamber_of_secrets,Movie_Professor Lockhart,Ravenclaw," Gather ‘round, gather ‘round! Can everybody see me? Can you all hear me? Excellent! In light of the dark events of recent weeks, Professor Dumbledore has granted me permission to start this little Dueling Club to train you all up in case you ever need to defend yourselves, as I myself have done on countless occasions- for full details, see my published works. Let me introduce my assistant, Professor Snape. He has sportingly agreed to help me with a short demonstration. Now, I don’t want any of you youngsters to worry- you’ll still have your Potions master when I’m through with him, never fear. One, two, three."
Chamber_of_secrets,Movie_Professor Lockhart,Ravenclaw, Whoaah!
Chamber_of_secrets,Movie_Professor Lockhart,Ravenclaw," An excellent idea to show them that, Professor Snape, but if you don’t mind me saying, it was pretty obvious- ah- what you were about to do. And if I had wanted to stop you, it would have been only too easy."
Chamber_of_secrets,Movie_Professor Lockhart,Ravenclaw," An excellent suggestion, Professor Snape! Ah… Let’s have a volunteer pair! Um, Potter, Weasley, how about you?"
Chamber_of_secrets,Movie_Professor Lockhart,Ravenclaw," Good luck, Potter."
Chamber_of_secrets,Movie_Professor Lockhart,Ravenclaw, Wands at the ready.
Chamber_of_secrets,Movie_Professor Lockhart,Ravenclaw," On the count of three, cast your charms to disarm your opponent- only to disarm. We don’t want any accidents here. One, two--"
Chamber_of_secrets,Movie_Professor Lockhart,Ravenclaw," Allow me, Professor Snape. Alarte ascendare!"
Chamber_of_secrets,Movie_Professor Lockhart,Ravenclaw, So sorry- dozed off- what have I missed?
Chamber_of_secrets,Movie_Professor Lockhart,Ravenclaw, My m-moment?
Chamber_of_secrets,Movie_Professor Lockhart,Ravenclaw," Very well- ah- I’ll just be in my office getting, umgetting ready."
Chamber_of_secrets,Movie_Professor Lockhart,Ravenclaw," Uh, ah- well, yes- um, urgent call- unavoidable- got to go."
Chamber_of_secrets,Movie_Professor Lockhart,Ravenclaw," Well, um- as to that, most unfortunate. No one regrets more than I."
Chamber_of_secrets,Movie_Professor Lockhart,Ravenclaw, Well- I must say- when I took the job there was nothing in the job description about a…
Chamber_of_secrets,Movie_Professor Lockhart,Ravenclaw, Books can be misleading!
Chamber_of_secrets,Movie_Professor Lockhart,Ravenclaw," My dear boy, do use your common sense! My books wouldn’t have sold half as well if people didn’t think I’d done all those things! HARRY You’re a fraud! You’ve just been taking credit for what other wizards have done!"
Chamber_of_secrets,Movie_Professor Lockhart,Ravenclaw," Yes, now you mention it. I’m rather gifted with Memory Charms. Otherwise, you see, all those wizards would have gone blabbing. And I’d never have sold another book. In fact, ah…I’m ah…going to have to do the same to you."
Chamber_of_secrets,Movie_Professor Lockhart,Ravenclaw," Excellent, Harry. Haa! Good work! Well then, I’ll just be, ah… There’s no need for me to stay."
Chamber_of_secrets,Movie_Professor Lockhart,Ravenclaw," Now, boys what good will it do?"
Chamber_of_secrets,Movie_Professor Lockhart,Ravenclaw," Um…but…obviously, yes. Sure you don’t want to test it first? No! Aaaah! It’s really quite filthy down here."
Chamber_of_secrets,Movie_Professor Lockhart,Ravenclaw, It looks like a… snake.
Chamber_of_secrets,Movie_Professor Lockhart,Ravenclaw," The adventure ends here, boys. But don’t fret. The world will know our story. How I was too late to save the girl. How you two tragically lost your minds at the sight of her mangled body. So, you first, Mr. Potter. Say good-bye to your memories. Obliviate!"
Chamber_of_secrets,Movie_Professor Lockhart,Ravenclaw, Uhh… Hello. Who are you?
Chamber_of_secrets,Movie_Professor Lockhart,Ravenclaw," Really? And uh, who- who am I?"
Chamber_of_secrets,Movie_Professor Lockhart,Ravenclaw," It’s an odd sort of place this, isn’t it? Do you live here?"
Chamber_of_secrets,Movie_Professor Lockhart,Ravenclaw, Really? Well?
Chamber_of_secrets,Movie_Professor Lockhart,Ravenclaw, Amazing! This is just like magic!
Chamber_of_secrets,Movie_Professor Mcgonagall,Gryffindor," What are you talking about, Mr. Weasley?"
Chamber_of_secrets,Movie_Professor Mcgonagall,Gryffindor," Not today, Mr. Weasley. But, I must impress on both of you the seriousness of what you have done. I will be writing to your families tonight, and you will both receive detention."
Chamber_of_secrets,Movie_Professor Mcgonagall,Gryffindor," Could I have your attention, please? Right. Now, today, we will be transforming animals into water goblets. Like so. One, two, three, Vera verto. Now it’s your turn. Well, who would like to go first? Ah! Mr. Weasley. “One, two, three. Vera verto.”"
Chamber_of_secrets,Movie_Professor Mcgonagall,Gryffindor," That wand needs replacing, Mr. Weasley. Yes, Miss Granger?"
Chamber_of_secrets,Movie_Professor Mcgonagall,Gryffindor," Well, very well. Well, you all know, of course, that Hogwarts was founded over a thousand years ago by the four greatest witches and wizards of the age Godric Gryffindor, Helga Hufflepuff, Rowena Ravenclaw, and Salazar Slytherin. Now, three of the founders coexisted quite harmoniously. One did not."
Chamber_of_secrets,Movie_Professor Mcgonagall,Gryffindor," Salazar Slytherin wished to be more selective about the students admitted to Hogwarts. He believed magical learning should be kept within all-magic families. In other words, “pure-bloods.” Unable to sway the others, he decided to leave the school. Now, according to legend, Slytherin had built a hidden chamber in this castle, known as the Chamber of Secrets. Though, shortly before departing, he sealed it until that time when his own true heir returned to the school. The heir alone would be able to open the Chamber and unleash the horror within, and by so doing purge the school of all those who, in Slytherin’s view, were unworthy to study magic."
Chamber_of_secrets,Movie_Professor Mcgonagall,Gryffindor," Well, naturally, the school had been searched many times. No such chamber has been found."
Chamber_of_secrets,Movie_Professor Mcgonagall,Gryffindor," Well, the Chamber is said to home to something that only the Heir of Slytherin can control. It is said to be the home of a monster."
Chamber_of_secrets,Movie_Professor Mcgonagall,Gryffindor," I think- do ya know- I think he’s been Petrified, Madame Pomfrey. Look! Perhaps he managed to take a picture of his attacker… (Poof)"
Chamber_of_secrets,Movie_Professor Mcgonagall,Gryffindor," What can this mean, Albus?"
Chamber_of_secrets,Movie_Professor Mcgonagall,Gryffindor, What should I tell the staff.
Chamber_of_secrets,Movie_Professor Mcgonagall,Gryffindor, Oh!
Chamber_of_secrets,Movie_Professor Mcgonagall,Gryffindor," This is out of my hands, Potter."
Chamber_of_secrets,Movie_Professor Mcgonagall,Gryffindor, Professor Dumbledore will be waiting for you. Sherbet lemon.
Chamber_of_secrets,Movie_Professor Mcgonagall,Gryffindor, This match has been cancelled.
Chamber_of_secrets,Movie_Professor Mcgonagall,Gryffindor," Silence, Wood. You and your teammates will go to Gryffindor Tower, now. Potter, you and I will find Mr. Weasley. There’s something the both of you have to see."
Chamber_of_secrets,Movie_Professor Mcgonagall,Gryffindor," I warn you, this could be a wee bit of a shock."
Chamber_of_secrets,Movie_Professor Mcgonagall,Gryffindor," She was found near the Library, along with this. Does it mean anything to either of you?"
